user_id,churned,days_since_last_trip_x,days_since_last_session,trips_last_7_days,trips_last_30_days_x,trips_last_60_days,trips_last_90_days,monetary_total_x,monetary_avg,trips_lifetime,monetary_last_30d,days_since_last_trip_y,trips_last_30_days_y,monetary_total_y,recency_score,frequency_score,monetary_score,rfm_score_combined,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,avg_driver_received,sessions_last_30d,sessions_last_60d,avg_time_on_app,avg_pages_visited,session_conversion_rate,engagement_score,account_age_days,r30,p30,activity_trend,activity_ratio,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R01335,0,1,0.0,1,2,4,5,457.08,21.77,21,51.516000000000005,1,2,457.08,5,3,4,12,28.67,15.89,1.25,0.48,0.62,0.38,0.33,0,4.29,4.29,6.0,6.0,236.33,3.0,0.67,708.99,112,2.0,2.0,0.0,1.0,21,0,5.0,2,1
R01336,1,12,0.0,0,1,1,1,234.64,15.64,15,10.29,12,1,234.64,3,2,1,6,32.6,13.56,1.07,0.27,0.6,0.27,0.07,0,4.12,4.12,6.0,6.0,54.83,3.17,0.0,173.81,230,1.0,0.0,1.0,1.0,15,1,5.0,0,1
R01337,1,7,0.0,0,2,4,4,219.58,18.3,12,29.403999999999996,7,2,219.58,4,3,1,8,16.58,13.91,1.2,0.17,0.5,0.25,0.17,0,4.342,4.342,7.0,7.0,50.29,2.57,0.0,129.25,623,2.0,2.0,0.0,1.0,11,1,4.5,0,1
R01339,0,2,0.0,1,3,6,9,617.96,19.93,31,60.775000000000006,2,3,617.96,5,4,5,14,32.42,15.77,1.18,0.23,0.29,0.29,0.35,0,4.113,4.113,4.0,4.0,23.0,3.25,0.0,74.75,658,3.0,3.0,0.0,1.0,30,1,4.9,0,2
R01340,0,2,0.0,1,1,1,5,332.56,22.17,15,14.33,2,1,332.56,5,2,2,9,36.47,16.26,1.27,0.27,0.47,0.33,0.4,0,4.193,4.193,3.0,3.0,68.67,4.33,0.33,297.34,484,1.0,0.0,1.0,1.0,15,0,4.4,0,1
R01341,1,0,0.0,1,2,3,6,438.76,18.28,24,95.80600000000001,0,2,438.76,5,3,4,12,34.0,14.47,1.12,0.29,0.42,0.25,0.12,0,3.971,3.971,5.0,5.0,111.4,4.4,0.0,490.16,78,2.0,1.0,1.0,2.0,24,1,4.5,0,1
R01342,0,20,0.0,0,1,1,2,435.43,19.79,22,10.17,20,1,435.43,2,2,4,8,29.18,15.89,1.18,0.45,0.18,0.5,0.18,0,4.105,4.105,11.0,11.0,88.73,2.91,0.18,258.2,512,1.0,0.0,1.0,1.0,21,0,5.0,0,2
R01343,0,39,0.0,0,0,2,5,368.42,20.47,18,0.0,39,0,368.42,1,1,3,5,35.17,17.13,1.13,0.44,0.17,0.28,0.33,0,3.933,3.933,6.0,6.0,36.33,2.17,0.5,78.84,542,0.0,2.0,-2.0,0.0,18,0,4.2,3,2
R01344,0,29,0.0,0,1,4,7,340.09,17.9,19,24.0,29,1,340.09,2,2,2,6,29.42,14.29,1.24,0.32,0.47,0.32,0.37,0,4.205,4.205,2.0,2.0,69.5,2.5,0.0,173.75,354,1.0,3.0,-2.0,0.33,19,0,4.2,1,1
R01345,0,5,0.0,1,2,5,7,391.02,20.58,19,20.759999999999998,5,2,391.02,4,3,3,10,30.21,16.6,1.15,0.42,0.05,0.32,0.11,0,4.347,4.347,8.0,8.0,62.88,2.62,0.0,164.75,388,2.0,3.0,-1.0,0.67,19,0,4.0,0,0
R01346,0,37,0.0,0,0,1,1,263.73,16.48,16,0.0,37,0,263.73,1,1,1,3,29.0,14.48,1.09,0.44,0.25,0.25,0.0,0,4.444,4.444,10.0,10.0,117.4,2.4,0.1,281.76,525,0.0,1.0,-1.0,0.0,16,1,5.0,0,2
R01347,0,9,0.0,0,1,3,3,452.44,18.85,24,8.26,9,1,452.44,4,2,4,10,32.5,15.05,1.19,0.21,0.33,0.25,0.33,0,4.208,4.208,4.0,4.0,121.0,1.75,0.0,211.75,654,1.0,2.0,-1.0,0.5,24,0,4.9,0,0
R01348,1,2,0.0,2,4,8,8,275.4,16.2,17,57.36,2,4,275.4,5,5,1,11,29.53,14.23,1.09,0.29,0.59,0.0,0.12,0,4.141,4.141,6.0,6.0,25.0,2.5,0.0,62.5,311,4.0,4.0,0.0,1.0,16,0,4.4,0,1
R01349,0,11,0.0,0,2,3,5,595.01,28.33,21,29.83,11,2,595.01,3,3,5,11,29.52,20.3,1.26,0.33,0.14,0.29,0.24,0,4.071,4.071,9.0,9.0,58.67,2.22,0.33,130.25,346,2.0,1.0,1.0,2.0,19,0,4.0,0,0
R01350,0,7,0.0,0,3,5,8,386.91,19.35,20,52.664,7,3,386.91,4,4,3,11,31.35,15.57,1.14,0.3,0.2,0.3,0.15,0,4.525,4.525,6.0,6.0,546.33,3.17,0.0,1731.87,518,3.0,2.0,1.0,1.5,19,0,4.3,0,2
R01351,0,10,0.0,0,3,4,4,429.13,15.89,27,60.092,10,3,429.13,3,4,4,11,31.44,14.17,1.07,0.3,0.19,0.26,0.19,0,4.252,4.252,3.0,3.0,128.0,1.67,0.33,213.76,501,3.0,1.0,2.0,3.0,25,1,5.0,1,2
R01352,1,21,0.0,0,1,3,4,419.97,17.5,24,20.0,21,1,419.97,2,2,4,8,30.5,15.67,1.09,0.04,0.38,0.29,0.17,0,4.192,4.192,6.0,6.0,214.83,2.67,0.17,573.6,350,1.0,2.0,-1.0,0.5,22,1,4.3,0,2
R01353,0,7,0.0,0,1,2,5,265.79,15.63,17,9.43,7,1,265.79,4,2,1,7,33.65,14.07,1.06,0.41,0.53,0.24,0.24,0,4.118,4.118,10.0,10.0,80.6,2.5,0.0,201.5,646,1.0,1.0,0.0,1.0,17,0,4.6,1,1
R01354,0,47,0.0,0,0,1,2,494.42,27.47,18,0.0,47,0,494.42,1,1,5,7,39.06,19.64,1.27,0.61,0.11,0.22,0.39,0,4.072,4.072,3.0,3.0,84.67,2.33,0.67,197.28,94,0.0,1.0,-1.0,0.0,18,0,3.9,2,0
R01355,0,12,0.0,0,2,2,5,283.98,16.7,17,54.760000000000005,12,2,283.98,3,3,1,7,24.88,14.57,1.1,0.29,0.29,0.29,0.12,0,4.206,4.206,5.0,5.0,94.4,3.0,0.0,283.2,191,2.0,0.0,2.0,2.0,17,0,4.2,0,0
R01356,0,28,0.0,0,1,4,8,443.18,19.27,23,12.68,28,1,443.18,2,2,4,8,32.65,15.66,1.13,0.39,0.48,0.17,0.26,0,4.243,4.243,5.0,5.0,20.4,3.2,0.0,65.28,421,1.0,3.0,-2.0,0.33,23,0,3.9,0,1
R01357,0,28,0.0,0,1,3,3,398.79,23.46,17,15.54,28,1,398.79,2,2,4,8,30.41,17.42,1.22,0.24,0.18,0.29,0.24,0,4.041,4.041,8.0,8.0,376.88,3.12,0.12,1175.87,77,1.0,2.0,-1.0,0.5,17,0,5.0,0,2
R01358,1,18,0.0,0,2,3,4,324.49,19.09,17,48.96,18,2,324.49,2,3,2,7,35.18,15.04,1.19,0.35,0.29,0.29,0.29,0,4.053,4.053,3.0,3.0,30.67,2.67,0.0,81.89,615,2.0,1.0,1.0,2.0,16,0,4.7,0,2
R01359,0,2,0.0,1,5,8,10,553.98,19.79,28,116.845,2,5,553.98,5,5,5,15,34.36,16.18,1.16,0.29,0.11,0.11,0.32,0,4.254,4.254,5.0,5.0,103.2,2.2,0.0,227.04,339,5.0,3.0,2.0,1.67,24,0,4.4,1,0
R01360,0,6,0.0,1,3,3,5,364.82,16.58,22,48.4,6,3,364.82,4,4,3,11,30.5,14.78,1.08,0.27,0.23,0.41,0.23,0,4.109,4.109,2.0,2.0,101.5,2.5,0.5,253.75,66,3.0,0.0,3.0,3.0,22,1,4.0,0,0
R01361,0,3,0.0,1,2,7,8,407.98,19.43,21,25.92,3,2,407.98,5,3,4,12,37.62,15.53,1.19,0.24,0.43,0.19,0.19,0,4.071,4.071,4.0,4.0,463.0,3.0,0.0,1389.0,513,2.0,5.0,-3.0,0.4,19,1,4.0,1,2
R01362,0,45,0.0,0,0,1,2,259.74,18.55,14,0.0,45,0,259.74,1,1,1,3,32.43,14.58,1.17,0.29,0.29,0.21,0.14,0,4.479,4.479,8.0,8.0,66.25,2.75,0.12,182.19,265,0.0,1.0,-1.0,0.0,14,0,4.0,1,1
R01363,0,7,0.0,0,2,4,7,698.51,22.53,31,51.010000000000005,7,2,698.51,4,3,5,12,33.9,16.03,1.24,0.32,0.32,0.32,0.16,0,4.387,4.387,5.0,5.0,32.8,2.2,0.2,72.16,62,2.0,2.0,0.0,1.0,27,0,5.0,1,2
R01364,0,10,0.0,0,1,2,6,455.45,18.22,25,7.07,10,1,455.45,3,2,4,9,35.6,14.95,1.15,0.32,0.36,0.24,0.16,0,4.448,4.448,7.0,7.0,45.57,2.57,0.14,117.11,217,1.0,1.0,0.0,1.0,23,1,4.0,1,2
R01365,0,16,0.0,0,1,3,5,522.36,22.71,23,14.9,16,1,522.36,3,2,5,10,27.91,17.46,1.12,0.39,0.26,0.26,0.13,0,4.03,4.03,5.0,5.0,44.2,3.0,0.4,132.6,395,1.0,2.0,-1.0,0.5,23,1,4.3,0,2
R01367,0,18,0.0,0,2,2,3,267.65,17.84,15,38.688,18,2,267.65,2,3,1,6,24.93,14.86,1.11,0.6,0.47,0.13,0.27,0,4.1,4.1,2.0,2.0,68.5,2.5,1.0,171.25,150,2.0,0.0,2.0,2.0,15,0,4.6,2,1
R01368,1,64,0.0,0,0,0,1,391.85,24.49,16,0.0,64,0,391.85,1,1,3,5,27.88,17.82,1.24,0.25,0.19,0.38,0.25,0,4.1,4.1,3.0,3.0,145.33,4.0,0.0,581.32,224,0.0,0.0,0.0,0.0,16,1,5.0,0,2
R01369,0,3,0.0,2,4,4,5,386.32,20.33,19,54.14,3,4,386.32,5,5,3,13,29.79,16.06,1.15,0.26,0.16,0.37,0.32,0,4.179,4.179,4.0,4.0,511.5,1.75,0.25,895.12,411,4.0,0.0,4.0,4.0,17,0,4.8,0,0
R01370,1,6,0.0,1,2,3,5,419.36,17.47,24,20.613,6,2,419.36,4,3,4,11,34.88,13.82,1.17,0.29,0.21,0.38,0.29,0,4.321,4.321,4.0,4.0,75.25,3.0,0.0,225.75,264,2.0,1.0,1.0,2.0,24,1,4.9,0,0
R01371,0,7,0.0,0,4,7,10,331.34,15.06,22,45.214,7,4,331.34,4,5,2,11,33.73,13.97,1.05,0.23,0.41,0.36,0.05,0,4.105,4.105,4.0,4.0,140.0,2.75,0.0,385.0,410,4.0,3.0,1.0,1.33,22,0,4.2,0,2
R01372,0,23,0.0,0,1,2,6,452.35,21.54,21,12.12,23,1,452.35,2,2,4,8,33.43,17.41,1.18,0.24,0.24,0.29,0.29,0,4.229,4.229,1.0,1.0,1.0,5.0,0.0,5.0,239,1.0,1.0,0.0,1.0,19,0,4.9,0,0
R01373,0,67,0.0,0,0,0,1,418.63,18.2,23,0.0,67,0,418.63,1,1,4,6,37.57,15.07,1.11,0.35,0.13,0.22,0.13,0,4.265,4.265,6.0,6.0,199.67,3.17,0.17,632.95,98,0.0,0.0,0.0,0.0,23,0,4.8,0,2
R01374,0,6,0.0,1,2,4,4,397.78,17.29,23,17.32,6,2,397.78,4,3,3,10,32.91,14.47,1.09,0.52,0.3,0.13,0.09,0,4.196,4.196,8.0,8.0,25.12,3.12,0.5,78.37,606,2.0,2.0,0.0,1.0,23,0,4.9,2,0
R01375,1,0,0.0,1,1,2,5,436.01,19.82,22,9.95,0,1,436.01,5,2,4,11,28.91,15.52,1.21,0.18,0.5,0.41,0.41,0,4.027,4.027,3.0,3.0,55.0,3.0,0.0,165.0,729,1.0,1.0,0.0,1.0,22,0,4.5,1,1
R01376,0,11,0.0,0,2,4,6,447.38,24.85,18,31.41,11,2,447.38,3,3,4,10,34.5,17.51,1.24,0.44,0.39,0.39,0.22,0,4.328,4.328,6.0,6.0,71.0,3.17,0.33,225.07,71,2.0,2.0,0.0,1.0,18,0,4.2,2,1
R01377,0,11,0.0,0,3,5,6,568.48,22.74,25,106.38,11,3,568.48,3,4,5,12,34.76,16.05,1.24,0.24,0.56,0.16,0.16,0,4.108,4.108,3.0,3.0,334.67,3.67,0.0,1228.24,89,3.0,2.0,1.0,1.5,24,0,5.0,0,1
R01378,0,2,0.0,2,2,4,6,383.15,17.42,22,39.403999999999996,2,2,383.15,5,3,3,11,35.86,14.85,1.1,0.27,0.09,0.14,0.23,0,3.918,3.918,6.0,6.0,80.17,2.33,0.0,186.8,696,2.0,2.0,0.0,1.0,22,0,3.8,0,0
R01379,0,19,0.0,0,2,3,5,234.62,16.76,14,20.71,19,2,234.62,2,3,1,6,31.0,13.97,1.1,0.21,0.43,0.57,0.14,0,4.1,4.1,5.0,5.0,38.8,3.0,0.2,116.4,581,2.0,1.0,1.0,2.0,14,0,4.3,0,0
R01381,0,0,0.0,1,1,5,5,306.2,15.31,20,12.89,0,1,306.2,5,2,2,9,36.7,13.16,1.07,0.55,0.15,0.6,0.15,0,4.205,4.205,7.0,7.0,85.29,3.0,0.43,255.87,219,1.0,4.0,-3.0,0.25,20,0,4.4,2,0
R01382,0,9,0.0,0,2,3,5,464.87,17.88,26,27.42,9,2,464.87,4,3,5,12,27.65,14.81,1.09,0.38,0.31,0.19,0.12,0,4.246,4.246,7.0,7.0,38.71,2.43,0.14,94.07,93,2.0,1.0,1.0,2.0,26,1,4.1,0,2
R01383,0,5,0.0,1,1,2,3,458.64,22.93,20,15.626,5,1,458.64,4,2,4,10,33.1,17.78,1.17,0.3,0.4,0.35,0.3,0,4.095,4.095,6.0,6.0,323.67,1.83,0.0,592.32,73,1.0,1.0,0.0,1.0,19,0,4.6,0,0
R01384,0,2,0.0,1,6,6,7,389.26,18.54,21,94.041,2,6,389.26,5,5,3,13,29.14,15.45,1.13,0.71,0.19,0.19,0.24,0,4.076,4.076,4.0,4.0,133.0,3.5,0.75,465.5,97,6.0,0.0,6.0,6.0,19,0,5.0,2,0
R01385,0,2,0.0,1,3,3,4,445.56,15.91,28,46.063,2,3,445.56,5,4,4,13,39.54,14.23,1.09,0.25,0.11,0.32,0.18,0,4.268,4.268,7.0,7.0,22.29,2.71,0.0,60.41,127,3.0,0.0,3.0,3.0,26,0,4.1,0,0
R01386,0,2,0.0,1,1,2,4,595.69,22.91,26,16.45,2,1,595.69,5,2,5,12,34.46,16.44,1.3,0.31,0.27,0.35,0.23,0,4.315,4.315,1.0,1.0,11.0,1.0,0.0,11.0,276,1.0,1.0,0.0,1.0,26,1,4.0,0,2
R01387,0,8,0.0,0,2,2,4,328.57,20.54,16,35.46,8,2,328.57,4,3,2,9,28.94,17.57,1.09,0.31,0.19,0.19,0.19,0,4.269,4.269,7.0,7.0,62.14,3.14,0.0,195.12,362,2.0,0.0,2.0,2.0,15,1,4.0,1,0
R01388,0,14,0.0,0,2,3,4,263.74,17.58,15,24.2,14,2,263.74,3,3,1,7,36.8,15.88,1.08,0.4,0.47,0.33,0.13,0,4.24,4.24,2.0,2.0,14.0,2.5,0.0,35.0,573,2.0,1.0,1.0,2.0,15,1,4.6,0,1
R01389,0,1,0.0,1,1,2,4,383.33,21.3,18,41.02,1,1,383.33,5,2,3,10,29.11,16.52,1.19,0.5,0.28,0.28,0.33,0,4.122,4.122,2.0,2.0,83.0,3.0,0.0,249.0,359,1.0,1.0,0.0,1.0,18,0,4.8,0,0
R01391,0,0,0.0,1,2,5,5,502.87,25.14,20,41.415,0,2,502.87,5,3,5,13,30.05,17.16,1.35,0.3,0.3,0.35,0.5,0,4.34,4.34,3.0,3.0,126.33,3.0,0.0,378.99,573,2.0,3.0,-1.0,0.67,20,0,4.1,0,2
R01392,0,44,0.0,0,0,1,3,300.99,17.71,17,0.0,44,0,300.99,1,1,2,4,30.88,15.03,1.12,0.35,0.29,0.24,0.29,0,4.335,4.335,5.0,5.0,88.0,3.2,0.0,281.6,599,0.0,1.0,-1.0,0.0,16,0,5.0,0,0
R01393,0,2,0.0,1,2,3,4,319.96,22.85,14,44.44,2,2,319.96,5,3,2,10,27.86,17.25,1.27,0.36,0.21,0.43,0.43,0,4.071,4.071,2.0,2.0,16.5,1.0,0.5,16.5,674,2.0,1.0,1.0,2.0,14,0,5.0,0,1
R01394,0,21,0.0,0,2,5,10,469.97,16.78,28,33.06,21,2,469.97,2,3,5,10,35.39,15.12,1.08,0.21,0.43,0.21,0.14,0,4.4,4.4,4.0,4.0,14.0,4.5,0.0,63.0,672,2.0,3.0,-1.0,0.67,26,0,4.3,0,2
R01395,0,3,0.0,1,2,2,3,229.96,17.69,13,29.381,3,2,229.96,5,3,1,9,35.15,15.29,1.08,0.54,0.54,0.46,0.15,0,4.146,4.146,5.0,5.0,75.6,2.2,0.2,166.32,651,2.0,0.0,2.0,2.0,13,1,4.5,0,1
R01396,0,3,0.0,1,2,5,7,350.71,16.7,21,42.873999999999995,3,2,350.71,5,3,3,11,37.57,14.25,1.1,0.52,0.19,0.43,0.05,0,4.167,4.167,8.0,8.0,128.5,3.5,0.0,449.75,209,2.0,3.0,-1.0,0.67,21,1,3.9,0,0
R01397,0,31,0.0,0,0,1,1,323.72,17.04,19,0.0,31,0,323.72,1,1,2,4,26.89,15.82,1.04,0.26,0.37,0.42,0.11,0,4.084,4.084,4.0,4.0,23.25,1.75,0.0,40.69,580,0.0,1.0,-1.0,0.0,18,0,4.0,0,1
R01398,0,24,0.0,0,1,2,3,276.34,19.74,14,11.94,24,1,276.34,2,2,1,5,31.5,15.99,1.21,0.07,0.86,0.43,0.14,0,4.121,4.121,9.0,9.0,134.44,2.67,0.11,358.95,264,1.0,1.0,0.0,1.0,14,0,5.0,0,1
R01399,0,4,0.0,1,1,4,6,283.96,15.78,18,13.37,4,1,283.96,5,2,1,8,30.61,13.52,1.08,0.56,0.17,0.44,0.17,0,4.183,4.183,4.0,4.0,107.0,4.0,0.5,428.0,184,1.0,3.0,-2.0,0.33,18,0,4.2,3,0
R01400,0,44,0.0,0,0,1,3,269.08,17.94,15,0.0,44,0,269.08,1,1,1,3,35.53,15.99,1.1,0.2,0.07,0.2,0.13,0,4.1,4.1,8.0,8.0,65.5,3.12,0.25,204.36,483,0.0,1.0,-1.0,0.0,14,0,3.6,1,0
R01401,0,15,0.0,0,5,7,7,409.25,20.46,20,62.429,15,5,409.25,3,5,4,12,29.2,15.85,1.18,0.4,0.35,0.35,0.2,0,4.205,4.205,6.0,6.0,55.0,3.67,0.0,201.85,585,5.0,2.0,3.0,2.5,20,1,4.3,0,2
R01402,0,36,0.0,0,0,1,2,354.72,25.34,14,0.0,36,0,354.72,1,1,3,5,35.29,18.63,1.19,0.29,0.57,0.21,0.21,0,4.164,4.164,5.0,5.0,208.8,3.0,0.4,626.4,80,0.0,1.0,-1.0,0.0,13,1,4.2,0,1
R01403,0,12,0.0,0,2,3,7,354.32,17.72,20,25.93,12,2,354.32,3,3,3,9,31.55,15.62,1.09,0.2,0.2,0.25,0.15,0,4.035,4.035,6.0,6.0,38.17,3.5,0.0,133.6,477,2.0,1.0,1.0,2.0,19,0,4.7,0,0
R01404,0,26,0.0,0,1,2,5,287.99,18.0,16,21.396,26,1,287.99,2,2,1,5,32.44,15.15,1.14,0.25,0.56,0.19,0.25,0,4.306,4.306,6.0,6.0,40.33,2.33,0.17,93.97,286,1.0,1.0,0.0,1.0,16,0,4.3,0,1
R01405,0,56,0.0,0,0,1,1,436.29,18.97,23,0.0,56,0,436.29,1,1,4,6,34.17,16.98,1.09,0.09,0.09,0.17,0.17,0,4.174,4.174,5.0,5.0,73.8,2.4,0.0,177.12,366,0.0,1.0,-1.0,0.0,22,0,4.5,1,0
R01406,0,16,0.0,0,1,3,5,499.39,21.71,23,58.086000000000006,16,1,499.39,3,2,5,10,35.22,16.5,1.21,0.35,0.26,0.26,0.22,0,4.143,4.143,2.0,2.0,119.5,3.5,0.0,418.25,565,1.0,2.0,-1.0,0.5,23,1,3.7,0,0
R01407,0,2,0.0,2,2,2,2,323.04,17.95,18,55.055,2,2,323.04,5,3,2,10,32.06,14.89,1.15,0.39,0.44,0.22,0.11,0,4.106,4.106,3.0,3.0,294.0,3.67,0.33,1078.98,481,2.0,0.0,2.0,2.0,18,0,5.0,1,1
R01408,0,6,0.0,1,2,3,5,385.89,16.78,23,45.564,6,2,385.89,4,3,3,10,27.87,14.29,1.14,0.22,0.26,0.3,0.22,0,4.07,4.07,5.0,5.0,27.6,3.4,0.0,93.84,595,2.0,1.0,1.0,2.0,23,0,4.2,0,2
R01409,0,64,0.0,0,0,0,3,350.65,17.53,20,0.0,64,0,350.65,1,1,3,5,26.55,13.64,1.19,0.4,0.15,0.35,0.25,0,4.235,4.235,6.0,6.0,67.5,2.67,0.17,180.22,678,0.0,0.0,0.0,0.0,19,0,4.3,1,0
R01410,0,20,0.0,0,1,1,2,223.07,14.87,15,11.18,20,1,223.07,2,2,1,5,27.33,12.98,1.06,0.27,0.33,0.2,0.2,0,4.4,4.4,3.0,3.0,71.33,1.33,0.0,94.87,297,1.0,0.0,1.0,1.0,14,0,5.0,0,1
R01411,0,2,0.0,1,1,4,5,464.18,17.85,26,21.3,2,1,464.18,5,2,5,12,36.23,14.44,1.14,0.31,0.15,0.23,0.15,0,4.108,4.108,5.0,5.0,30.4,2.4,0.0,72.96,432,1.0,3.0,-2.0,0.33,25,0,4.7,0,0
R01412,0,2,0.0,2,4,6,8,507.14,24.15,21,70.672,2,4,507.14,5,5,5,15,34.9,17.28,1.26,0.33,0.1,0.33,0.38,0,4.105,4.105,8.0,8.0,219.75,4.12,0.0,905.37,339,4.0,2.0,2.0,2.0,21,0,4.6,0,2
R01414,0,3,0.0,1,1,2,2,295.9,16.44,18,25.06,3,1,295.9,5,2,2,9,30.22,13.73,1.07,0.67,0.22,0.17,0.22,0,3.756,3.756,8.0,8.0,41.0,3.75,0.25,153.75,642,1.0,1.0,0.0,1.0,18,1,3.9,3,2
R01415,0,32,0.0,0,0,3,7,412.85,17.2,24,0.0,32,0,412.85,1,1,4,6,31.5,15.24,1.09,0.29,0.25,0.17,0.12,0,4.3,4.3,2.0,2.0,12.0,4.0,0.0,48.0,250,0.0,3.0,-3.0,0.0,23,0,5.0,1,2
R01416,1,16,0.0,0,1,4,4,429.89,17.91,24,24.166,16,1,429.89,3,2,4,9,32.92,15.21,1.09,0.46,0.17,0.12,0.12,0,4.117,4.117,5.0,5.0,81.6,3.0,0.4,244.8,724,1.0,3.0,-2.0,0.33,23,0,4.9,0,0
R01417,0,16,0.0,0,1,4,6,491.16,18.89,26,10.39,16,1,491.16,3,2,5,10,35.12,16.09,1.12,0.15,0.23,0.35,0.23,0,4.177,4.177,8.0,8.0,94.25,3.0,0.12,282.75,224,1.0,3.0,-2.0,0.33,25,0,5.0,1,0
R01418,0,23,0.0,0,4,6,8,450.32,18.76,24,97.70599999999999,23,4,450.32,2,5,4,11,30.33,15.17,1.15,0.33,0.25,0.42,0.25,0,4.112,4.112,4.0,4.0,98.0,2.25,0.0,220.5,466,4.0,2.0,2.0,2.0,21,0,4.2,1,0
R01419,0,12,0.0,0,1,1,1,254.59,15.91,16,12.924,12,1,254.59,3,2,1,6,32.31,14.63,1.06,0.12,0.38,0.19,0.12,0,4.138,4.138,7.0,7.0,169.57,1.86,0.43,315.4,298,1.0,0.0,1.0,1.0,15,0,4.9,0,1
R01420,0,5,0.0,1,2,5,6,252.58,15.79,16,20.04,5,2,252.58,4,3,1,8,29.88,12.73,1.16,0.12,0.31,0.06,0.0,0,4.112,4.112,2.0,2.0,16.0,2.0,0.0,32.0,398,2.0,3.0,-1.0,0.67,16,1,5.0,0,2
R01421,0,5,0.0,1,4,5,6,432.06,21.6,20,118.799,5,4,432.06,4,5,4,13,28.9,16.34,1.21,0.3,0.05,0.4,0.2,0,4.135,4.135,4.0,4.0,307.75,2.0,0.0,615.5,632,4.0,1.0,3.0,4.0,18,1,3.8,0,0
R01423,0,27,0.0,0,1,2,3,328.7,15.65,21,21.39,27,1,328.7,2,2,2,6,29.1,14.25,1.06,0.52,0.14,0.24,0.29,0,4.148,4.148,3.0,3.0,56.33,2.33,0.0,131.25,377,1.0,1.0,0.0,1.0,20,0,4.3,0,2
R01424,0,19,0.0,0,2,4,7,344.67,20.27,17,30.535,19,2,344.67,2,3,2,7,33.0,15.97,1.18,0.24,0.59,0.12,0.06,0,4.147,4.147,8.0,8.0,52.38,2.38,0.0,124.66,310,2.0,2.0,0.0,1.0,17,0,3.8,0,1
R01425,0,3,0.0,1,3,5,6,444.79,19.34,23,63.845,3,3,444.79,5,4,4,13,28.04,16.26,1.17,0.09,0.22,0.52,0.22,0,4.065,4.065,7.0,7.0,115.14,2.71,0.0,312.03,400,3.0,2.0,1.0,1.5,22,0,4.2,0,2
R01426,0,2,0.0,1,3,6,6,347.55,16.55,21,48.95,2,3,347.55,5,4,3,12,28.38,14.33,1.1,0.38,0.19,0.38,0.1,0,4.148,4.148,8.0,8.0,159.88,2.5,0.25,399.7,150,3.0,3.0,0.0,1.0,20,0,4.2,1,2
R01427,0,21,0.0,0,2,3,6,595.68,22.91,26,64.382,21,2,595.68,2,3,5,10,25.65,16.94,1.26,0.31,0.46,0.31,0.31,0,4.046,4.046,3.0,3.0,279.33,2.67,0.0,745.81,622,2.0,1.0,1.0,2.0,26,0,4.0,1,1
R01428,1,3,0.0,1,3,7,8,463.27,18.53,25,28.729999999999997,3,3,463.27,5,4,5,14,31.28,15.0,1.15,0.2,0.44,0.16,0.2,0,4.156,4.156,3.0,3.0,19.67,2.0,0.0,39.34,103,3.0,4.0,-1.0,0.75,25,1,4.8,1,1
R01429,0,39,0.0,0,0,4,6,466.2,21.19,22,0.0,39,0,466.2,1,1,5,7,29.32,17.66,1.13,0.27,0.23,0.45,0.18,0,4.441,4.441,8.0,8.0,22.75,3.25,0.12,73.94,609,0.0,4.0,-4.0,0.0,22,1,4.2,1,0
R01430,0,34,0.0,0,0,1,2,426.6,20.31,21,0.0,34,0,426.6,1,1,4,6,37.62,16.74,1.15,0.24,0.19,0.29,0.29,0,4.276,4.276,6.0,6.0,86.5,2.83,0.33,244.8,381,0.0,1.0,-1.0,0.0,20,0,5.0,0,0
R01431,0,15,0.0,0,1,2,3,434.2,25.54,17,30.17,15,1,434.2,3,2,4,9,27.53,18.15,1.28,0.29,0.18,0.53,0.41,0,4.065,4.065,2.0,2.0,82.0,3.5,0.0,287.0,213,1.0,1.0,0.0,1.0,17,1,4.2,0,2
R01432,0,1,0.0,2,4,5,7,297.88,18.62,16,80.474,1,4,297.88,5,5,2,12,29.38,16.45,1.1,0.56,0.44,0.19,0.12,0,4.231,4.231,4.0,4.0,53.25,1.5,0.25,79.88,636,4.0,1.0,3.0,4.0,16,0,5.0,3,2
R01433,0,6,0.0,1,2,8,9,423.78,19.26,22,41.182,6,2,423.78,4,3,4,11,30.77,15.51,1.1,0.73,0.27,0.32,0.09,0,4.241,4.241,8.0,8.0,292.25,2.75,0.25,803.69,126,2.0,6.0,-4.0,0.33,22,1,4.6,3,2
R01434,0,7,0.0,0,2,4,7,630.57,25.22,25,110.927,7,2,630.57,4,3,5,12,37.04,17.57,1.35,0.24,0.64,0.32,0.28,0,3.92,3.92,3.0,3.0,69.0,3.0,0.0,207.0,214,2.0,2.0,0.0,1.0,25,0,4.2,0,1
R01435,1,4,0.0,1,1,4,6,256.38,17.09,15,7.23,4,1,256.38,5,2,1,8,27.07,14.73,1.09,0.2,0.0,0.33,0.13,0,3.92,3.92,2.0,2.0,8.5,2.5,0.0,21.25,622,1.0,3.0,-2.0,0.33,15,1,4.9,0,2
